$GPGGA,014717.00,2935.5928346,N,12046.7657339,E,1,10,2.5,149.9871,M,10.109,M,,*5D
$GPGGA,014718.00,2935.5924235,N,12046.7653061,E,1,10,2.5,148.7254,M,10.109,M,,*53
$GPGGA,014719.00,2935.5925759,N,12046.7654906,E,1,10,2.5,150.0958,M,10.109,M,,*5A
$GPGGA,014720.00,2935.5931933,N,12046.7658050,E,1,10,2.5,150.8631,M,10.109,M,,*59
$GPGGA,014721.00,2935.5938423,N,12046.7664249,E,1,10,2.5,152.3330,M,10.109,M,,*55
$GPGGA,014722.00,2935.5933285,N,12046.7654918,E,1,10,2.5,150.4501,M,10.109,M,,*5A
$GPGGA,014723.00,2935.5927783,N,12046.7648682,E,1,10,2.5,149.0790,M,10.109,M,,*5A
$GPGGA,014724.00,2935.5930012,N,12046.7658109,E,1,10,2.5,150.6052,M,10.109,M,,*56
$GPGGA,014725.00,2935.5925985,N,12046.7641351,E,1,10,2.5,149.4613,M,10.109,M,,*5A
$GPGGA,014726.00,2935.5923621,N,12046.7636728,E,1,10,2.5,149.2916,M,10.109,M,,*58
$GPGGA,014727.00,2935.5927108,N,12046.7651021,E,1,10,2.5,149.6473,M,10.109,M,,*54
$GPGGA,014728.00,2935.5929012,N,12046.7652309,E,1,10,2.5,150.9713,M,10.109,M,,*57
$GPGGA,014729.00,2935.5928878,N,12046.7651559,E,1,10,2.5,152.0681,M,10.109,M,,*52
$GPGGA,014730.00,2935.5932447,N,12046.7653582,E,1,10,2.5,151.7268,M,10.109,M,,*52
$GPGGA,014731.00,2935.5929212,N,12046.7645220,E,1,10,2.5,148.7391,M,10.109,M,,*58
$GPGGA,014732.00,2935.5928629,N,12046.7655584,E,1,10,2.5,151.6004,M,10.109,M,,*58
$GPGGA,014733.00,2935.5932898,N,12046.7671401,E,1,10,2.5,150.2240,M,10.109,M,,*5B
$GPGGA,014734.00,2935.5939179,N,12046.7677931,E,1,10,2.5,151.4429,M,10.109,M,,*57
$GPGGA,014735.00,2935.5932340,N,12046.7656280,E,1,10,2.5,153.9740,M,10.109,M,,*54
$GPGGA,014755.00,2935.5932993,N,12046.7641688,E,1,10,2.5,151.4910,M,10.109,M,,*58
$GPGGA,014756.00,2935.5939218,N,12046.7658459,E,1,10,2.5,153.9474,M,10.109,M,,*5E
$GPGGA,014757.00,2935.5943990,N,12046.7672136,E,1,10,2.5,155.6027,M,10.109,M,,*56
