$GPGGA,032218.00,2936.0207041,N,12050.5579835,E,1,08,7.6,15.0315,M,10.306,M,,*60
$GPGGA,032219.00,2936.0208086,N,12050.5595091,E,1,08,7.6,10.9825,M,10.306,M,,*65
$GPGGA,032220.00,2936.0177742,N,12050.5563708,E,1,08,7.6,21.3685,M,10.306,M,,*69
$GPGGA,032221.00,2936.0186379,N,12050.5557236,E,1,08,7.6,21.5770,M,10.305,M,,*6B
$GPGGA,032222.00,2936.0201587,N,12050.5571728,E,1,08,7.6,16.4193,M,10.306,M,,*60
$GPGGA,032223.00,2936.0209193,N,12050.5569471,E,1,08,7.6,16.5269,M,10.305,M,,*6A
$GPGGA,032224.00,2936.0229805,N,12050.5575512,E,1,08,7.6,13.0076,M,10.305,M,,*6C
$GPGGA,032225.00,2936.0181523,N,12050.5547475,E,1,08,7.6,24.3813,M,10.305,M,,*68
$GPGGA,032226.00,2936.0167366,N,12050.5571090,E,1,08,7.6,19.3950,M,10.306,M,,*65
$GPGGA,032227.00,2936.0204894,N,12050.5591253,E,1,08,7.6,11.1453,M,10.306,M,,*63
$GPGGA,032228.00,2936.0190230,N,12050.5594281,E,1,08,7.5,11.6005,M,10.306,M,,*6F
$GPGGA,032229.00,2936.0184146,N,12050.5585853,E,1,08,7.5,14.1777,M,10.306,M,,*6C
$GPGGA,032230.00,2936.0161629,N,12050.5584712,E,1,08,7.5,16.2922,M,10.306,M,,*65
$GPGGA,032231.00,2936.0020585,N,12050.5529482,E,1,11,1.4,51.7240,M,10.306,M,,*6E
$GPGGA,032232.00,2936.0024302,N,12050.5533717,E,1,11,1.4,51.5585,M,10.306,M,,*68
$GPGGA,032233.00,2936.0023914,N,12050.5538467,E,1,11,1.4,50.8496,M,10.306,M,,*63
$GPGGA,032234.00,2936.0027122,N,12050.5534511,E,1,11,1.4,52.2007,M,10.306,M,,*65
$GPGGA,032235.00,2936.0048606,N,12050.5541158,E,1,11,1.4,47.5618,M,10.306,M,,*6C
$GPGGA,032236.00,2936.0039366,N,12050.5539660,E,1,11,1.4,49.7402,M,10.306,M,,*6C
$GPGGA,032237.00,2936.0037071,N,12050.5533135,E,1,11,1.4,48.8823,M,10.306,M,,*6A
$GPGGA,032238.00,2936.0042505,N,12050.5537521,E,1,11,1.4,45.4184,M,10.306,M,,*61
$GPGGA,032239.00,2936.0031872,N,12050.5529698,E,1,11,1.4,51.9251,M,10.306,M,,*64
$GPGGA,032240.00,2936.0009121,N,12050.5533713,E,1,11,1.4,51.1399,M,10.306,M,,*6A
$GPGGA,032241.00,2936.0018238,N,12050.5538590,E,1,11,1.4,50.3771,M,10.306,M,,*63
$GPGGA,032242.00,2936.0022220,N,12050.5544593,E,1,11,1.4,51.7521,M,10.306,M,,*6A
$GPGGA,032243.00,2936.0040727,N,12050.5541479,E,1,11,1.4,48.6740,M,10.306,M,,*61
$GPGGA,032244.00,2936.0045910,N,12050.5540459,E,1,11,1.4,47.7707,M,10.306,M,,*67
$GPGGA,032245.00,2936.0046795,N,12050.5536327,E,1,12,1.2,47.5157,M,10.306,M,,*6D
$GPGGA,032246.00,2936.0049824,N,12050.5535415,E,1,12,1.2,46.9253,M,10.306,M,,*6B
$GPGGA,032247.00,2936.0053252,N,12050.5534936,E,1,12,1.2,46.2239,M,10.306,M,,*60
$GPGGA,032248.00,2936.0054707,N,12050.5533425,E,1,12,1.2,45.8057,M,10.306,M,,*66
$GPGGA,032249.00,2936.0056053,N,12050.5532472,E,1,12,1.2,45.4135,M,10.306,M,,*69
$GPGGA,032250.00,2936.0056954,N,12050.5531733,E,1,12,1.2,45.1175,M,10.306,M,,*6B
$GPGGA,032251.00,2936.0059804,N,12050.5531185,E,1,12,1.2,44.4406,M,10.306,M,,*6F
$GPGGA,032252.00,2936.0060949,N,12050.5531183,E,1,12,1.2,44.1334,M,10.306,M,,*6B
$GPGGA,032253.00,2936.0061501,N,12050.5530879,E,1,12,1.2,43.9459,M,10.306,M,,*65
$GPGGA,032254.00,2936.0062679,N,12050.5530076,E,1,12,1.2,43.7293,M,10.306,M,,*64
$GPGGA,032255.00,2936.0060230,N,12050.5529175,E,1,14,1.2,44.1166,M,10.306,M,,*6A
$GPGGA,032256.00,2936.0049944,N,12050.5530240,E,1,14,1.2,45.3487,M,10.306,M,,*6E
$GPGGA,032257.00,2936.0044685,N,12050.5530714,E,1,14,1.2,45.8858,M,10.306,M,,*61
$GPGGA,032258.00,2936.0044029,N,12050.5530784,E,1,14,1.2,45.9493,M,10.306,M,,*6D
