$GPGGA,080000.00,2750.0518240,N,10502.1129180,E,1,12,5.2,1709.8057,M,10.306,M,,*6F
$GPGGA,080001.00,2750.0518742,N,10502.1127142,E,1,10,3.0,1710.3082,M,10.306,M,,*64
$GPGGA,080002.00,2750.0519751,N,10502.1127989,E,1,10,4.1,1709.6320,M,10.306,M,,*6B
$GPGGA,080003.00,2751.8183455,N,10502.5973092,E,1,12,6.8,1699.1353,M,10.306,M,,*6F
$GPGGA,080004.00,2751.8183964,N,10502.5975527,E,1,14,7.6,1698.1670,M,10.306,M,,*66
$GPGGA,080005.00,2751.8186541,N,10502.5973585,E,1,12,8.3,1698.3481,M,10.306,M,,*65
$GPGGA,080006.00,2751.6057043,N,10503.7723130,E,1,16,5.3,1755.4597,M,10.306,M,,*68
$GPGGA,080007.00,2751.6060431,N,10503.7723889,E,1,16,4.3,1754.8921,M,10.306,M,,*6A
$GPGGA,080008.00,2751.6058317,N,10503.7723438,E,1,15,9.8,1755.0639,M,10.306,M,,*61
$GPGGA,080009.00,2751.5070359,N,10502.0968477,E,1,9,5.8,1093.0104,M,10.306,M,,*5A
$GPGGA,080010.00,2751.5071220,N,10502.0974361,E,1,8,8.9,1093.4521,M,10.306,M,,*5B
$GPGGA,080011.00,2751.5069563,N,10502.0973537,E,1,15,2.5,1093.2123,M,10.306,M,,*6B
$GPGGA,080012.00,2751.3996173,N,10502.6966489,E,1,15,5.7,1615.1549,M,10.306,M,,*62
$GPGGA,080013.00,2751.4000294,N,10502.6963924,E,1,12,9.6,1614.8921,M,10.306,M,,*67
$GPGGA,080014.00,2751.4001605,N,10502.6964588,E,1,8,8.2,1614.9838,M,10.306,M,,*56
$GPGGA,080015.00,2750.8485894,N,10503.3284734,E,1,11,5.4,1708.4838,M,10.306,M,,*62
$GPGGA,080016.00,2750.8486233,N,10503.3287875,E,1,15,3.1,1708.5819,M,10.306,M,,*69
$GPGGA,080017.00,2750.8487392,N,10503.3279167,E,1,10,8.6,1707.9544,M,10.306,M,,*67
$GPGGA,080018.00,2750.1879927,N,10502.4880186,E,1,14,8.5,1254.5691,M,10.306,M,,*6E
$GPGGA,080019.00,2750.1878001,N,10502.4880105,E,1,15,5.1,1254.1176,M,10.306,M,,*6A
$GPGGA,080020.00,2750.1878896,N,10502.4881777,E,1,12,5.3,1254.5416,M,10.306,M,,*66
$GPGGA,080021.00,2751.4964884,N,10501.8468839,E,1,15,6.6,2376.5385,M,10.306,M,,*63
$GPGGA,080022.00,2751.4964902,N,10501.8467009,E,1,16,6.7,2376.4454,M,10.306,M,,*63
$GPGGA,080023.00,2751.4965125,N,10501.8465847,E,1,15,5.8,2376.9431,M,10.306,M,,*6F
$GPGGA,080024.00,2750.6211189,N,10502.1659346,E,1,12,7.1,561.5448,M,10.306,M,,*54
$GPGGA,080025.00,2750.6209505,N,10502.1659873,E,1,15,5.1,561.5154,M,10.306,M,,*5C
$GPGGA,080026.00,2750.6207570,N,10502.1658393,E,1,11,7.4,561.3889,M,10.306,M,,*5B
$GPGGA,080027.00,2752.1815166,N,10502.8995543,E,1,8,1.8,1137.4847,M,10.306,M,,*58
$GPGGA,080028.00,2752.1813984,N,10502.9000342,E,1,11,8.8,1136.8219,M,10.306,M,,*6B
$GPGGA,080029.00,2752.1812520,N,10502.8999706,E,1,8,1.3,1136.7061,M,10.306,M,,*5D
$GPGGA,080030.00,2751.9289008,N,10501.8039000,E,1,9,4.6,1255.7478,M,10.306,M,,*53
